student_id,lo_id,action,result,timestamp
8332,T77_LO4,NULL,1,2025-07-27 13:25
363,T158_LO10,stay,1,2025-09-24 23:21
6224,T114_LO6,NULL,1,2025-05-19 22:10
2816,T34_LO5,backtrack,0,2025-04-11 05:47
3728,T200_LO10,goto,1,2025-09-24 14:56
2373,T18_LO3,group_work,1,2025-06-01 14:04
3106,T27_LO9,revisit,0,2025-03-01 05:39
1236,T173_LO5,goto,1,2025-12-12 01:32
5429,T85_LO6,goto,1,2025-04-14 12:47
3569,T173_LO5,goto,0,2025-08-13 22:33
9526,T23_LO5,backtrack,0,2025-05-30 03:08
5754,T56_LO6,backtrack,0,2025-03-24 02:47
7745,T148_LO9,stay,1,2025-07-29 11:36
7079,T9_LO9,backtrack,1,2025-10-26 01:12
7258,T169_LO4,group_work,0,2025-01-23 16:36
7712,T91_LO3,NULL,1,2025-03-18 23:39
9486,T40_LO8,revisit,0,2025-07-23 03:18
2386,T49_LO7,group_work,1,2025-05-01 20:20
9766,T24_LO6,revisit,1,2025-11-10 21:15
9776,T64_LO6,stay,0,2025-06-25 12:36
4883,T56_LO6,backtrack,0,2025-02-08 10:23
9840,T81_LO8,backtrack,1,2025-09-02 22:51
6966,T152_LO5,revisit,1,2025-03-03 07:44
3068,T191_LO7,stay,1,2025-03-15 11:27
6123,T56_LO3,stay,0,2025-06-11 11:49
9971,T42_LO9,stay,0,2025-02-06 18:41
4233,T151_LO3,revisit,1,2025-01-09 06:30
7796,T191_LO1,goto,1,2025-02-25 22:01
6500,T134_LO8,goto,1,2025-10-26 17:20
8051,T87_LO5,group_work,1,2025-05-16 16:26
7217,T99_LO9,group_work,1,2025-05-03 03:20
7485,T121_LO10,backtrack,0,2025-02-17 10:46
3461,T5_LO7,backtrack,0,2025-01-02 18:23
9637,T175_LO1,NULL,0,2025-09-11 01:34
292,T38_LO3,group_work,1,2025-02-09 11:05
4567,T26_LO3,group_work,1,2025-08-20 04:46
6077,T191_LO9,goto,0,2025-07-18 21:40
812,T64_LO8,goto,1,2025-06-22 13:15
632,T88_LO9,goto,0,2025-11-20 19:09
3687,T68_LO2,revisit,1,2025-01-20 09:10
3883,T57_LO6,group_work,1,2025-08-31 19:58
6337,T79_LO3,group_work,0,2025-10-01 15:15
157,T50_LO3,goto,1,2025-12-05 15:21
3203,T55_LO1,goto,1,2025-08-19 08:06
5793,T164_LO9,backtrack,0,2025-09-14 18:21
3735,T164_LO9,revisit,1,2025-11-26 18:34
3214,T65_LO3,backtrack,0,2025-06-10 06:55
4440,T62_LO10,stay,1,2025-04-24 04:19
3854,T164_LO9,goto,1,2025-06-22 15:10
6391,T101_LO3,backtrack,1,2025-03-02 12:25
119,T44_LO2,goto,1,2025-04-07 05:01
5106,T65_LO4,goto,1,2025-04-17 21:50
9907,T133_LO9,stay,1,2025-08-14 00:04
93,T143_LO4,group_work,1,2025-06-24 21:02
6939,T42_LO3,stay,1,2025-09-11 15:14
5599,T115_LO9,goto,1,2025-04-28 02:20
7822,T137_LO8,stay,0,2025-08-24 23:08
3480,T41_LO10,group_work,0,2025-05-18 14:19
4828,T33_LO10,group_work,0,2025-11-16 07:53
3288,T175_LO6,group_work,1,2025-12-08 05:32
1518,T192_LO10,revisit,1,2025-08-14 21:42
8008,T124_LO1,backtrack,0,2025-12-20 12:09
9497,T149_LO6,group_work,1,2025-06-12 07:57
1433,T82_LO8,NULL,0,2025-08-17 20:57
5602,T79_LO1,goto,1,2025-02-06 08:27
6143,T136_LO4,NULL,0,2025-12-10 02:54
2561,T97_LO3,stay,1,2025-10-01 17:10
5977,T141_LO3,revisit,1,2025-05-05 20:23
593,T27_LO9,goto,1,2025-03-18 23:23
1543,T72_LO8,revisit,0,2025-12-03 21:50
2813,T181_LO4,NULL,1,2025-09-09 01:29
927,T115_LO9,NULL,0,2025-06-16 20:20
8464,T27_LO7,revisit,1,2025-11-02 02:38
6163,T166_LO4,stay,0,2025-05-23 17:59
6471,T110_LO9,goto,0,2025-12-05 16:33
10000,T121_LO5,backtrack,0,2025-04-16 12:00
7174,T193_LO1,NULL,0,2025-12-25 07:13
1940,T86_LO4,goto,1,2025-07-20 13:12
6417,T42_LO9,stay,1,2025-01-28 23:11
6316,T46_LO3,revisit,0,2025-02-05 09:30
6789,T146_LO9,stay,1,2025-07-20 13:38
5451,T167_LO10,goto,0,2025-06-15 11:43
675,T68_LO6,revisit,0,2025-08-14 11:25
5485,T199_LO6,stay,1,2025-08-09 11:28
7731,T119_LO10,stay,0,2025-07-03 22:08
6586,T156_LO3,group_work,0,2025-07-05 13:18
3420,T125_LO6,stay,0,2025-07-06 14:00
5832,T43_LO1,group_work,1,2025-09-01 20:02
5801,T58_LO3,group_work,0,2025-12-29 09:27
1437,T63_LO6,revisit,0,2025-02-27 17:40
4280,T197_LO5,goto,1,2025-03-05 16:07
3532,T137_LO9,NULL,1,2025-05-06 00:46
3749,T106_LO4,group_work,1,2025-02-16 11:18
360,T100_LO2,backtrack,0,2025-11-29 16:58
7157,T38_LO8,revisit,1,2025-05-21 07:04
6605,T18_LO1,NULL,0,2025-06-09 19:03
8463,T98_LO6,revisit,0,2025-03-02 15:06
1753,T89_LO6,group_work,1,2025-06-19 18:55
9419,T68_LO10,stay,1,2025-12-09 20:13
9307,T45_LO7,stay,1,2025-08-03 02:50
2684,T95_LO5,NULL,0,2025-05-06 00:59
230,T87_LO3,stay,1,2025-05-29 09:20
7131,T153_LO1,revisit,1,2025-05-23 07:19
9274,T60_LO3,NULL,1,2025-05-26 22:24
2898,T2_LO10,NULL,1,2025-01-29 21:54
3971,T94_LO1,backtrack,1,2025-08-18 10:28
8787,T135_LO2,backtrack,0,2025-07-10 16:21
4670,T108_LO3,group_work,0,2025-08-08 06:31
3777,T129_LO2,revisit,1,2025-03-06 11:41
7164,T33_LO7,stay,0,2025-05-27 05:12
6066,T25_LO3,backtrack,0,2025-02-27 09:56
4641,T105_LO5,goto,0,2025-09-09 17:08
4372,T144_LO9,goto,0,2025-08-28 01:24
9211,T121_LO8,stay,1,2025-12-22 18:36
3534,T181_LO3,backtrack,1,2025-08-02 08:36
739,T194_LO9,backtrack,1,2025-07-28 04:43
3132,T28_LO2,stay,0,2025-04-17 03:46
6981,T199_LO3,group_work,1,2025-09-15 20:10
3904,T154_LO6,goto,0,2025-12-16 17:53
6348,T143_LO3,backtrack,0,2025-03-17 19:34
6583,T149_LO4,stay,0,2025-12-08 08:01
4983,T28_LO1,goto,1,2025-11-12 15:38
8771,T26_LO8,goto,0,2025-01-16 16:49
9980,T42_LO6,NULL,1,2025-03-24 07:47
1275,T186_LO5,revisit,1,2025-08-11 03:34
3523,T162_LO1,backtrack,1,2025-07-23 18:26
2641,T91_LO5,NULL,0,2025-12-18 19:07
3462,T12_LO5,revisit,1,2025-03-06 21:53
5343,T69_LO4,NULL,1,2025-02-19 09:49
5918,T94_LO8,group_work,0,2025-06-20 12:35
3762,T33_LO10,NULL,1,2025-08-18 07:52
2024,T43_LO1,revisit,1,2025-08-12 08:14
5101,T102_LO8,backtrack,0,2025-01-11 21:42
2863,T119_LO4,NULL,1,2025-08-13 03:00
3381,T166_LO9,backtrack,0,2025-05-25 20:10
273,T73_LO7,group_work,0,2025-09-28 19:42
2497,T194_LO1,goto,1,2025-11-08 06:35
7452,T47_LO8,NULL,0,2025-10-21 21:34
3698,T20_LO8,backtrack,1,2025-05-03 23:46
5426,T67_LO9,NULL,0,2025-11-07 21:32
9063,T43_LO9,stay,0,2025-03-04 07:07
4095,T32_LO2,stay,0,2025-09-26 11:50
4141,T124_LO8,backtrack,1,2025-05-01 14:10
7556,T116_LO8,stay,0,2025-09-04 05:12
5642,T97_LO1,revisit,1,2025-09-19 21:04
2047,T162_LO7,goto,1,2025-12-11 17:55
381,T87_LO9,backtrack,0,2025-01-07 13:36
6956,T153_LO8,NULL,0,2025-08-27 13:19
8951,T19_LO4,group_work,0,2025-03-04 04:07
1762,T180_LO1,stay,1,2025-01-27 11:25
1701,T83_LO6,backtrack,0,2025-12-10 15:07
2744,T156_LO7,stay,0,2025-09-05 11:27
1488,T153_LO1,backtrack,0,2025-07-13 00:05
5395,T61_LO4,stay,0,2025-08-22 19:35
8700,T4_LO3,backtrack,1,2025-09-09 19:34
5196,T11_LO6,backtrack,0,2025-12-10 13:39
4156,T33_LO5,stay,0,2025-05-13 08:40
3635,T75_LO8,stay,0,2025-12-30 09:29
308,T58_LO5,NULL,1,2025-08-17 02:25
8910,T58_LO10,goto,1,2025-12-23 00:03
5585,T14_LO9,goto,0,2025-05-17 11:26
3846,T41_LO8,group_work,0,2025-12-09 21:38
5839,T99_LO1,goto,0,2025-12-20 08:47
9958,T50_LO10,group_work,0,2025-08-14 21:21
9047,T22_LO3,group_work,0,2025-11-13 07:03
2847,T71_LO5,backtrack,0,2025-07-24 10:00
9654,T101_LO8,group_work,1,2025-11-24 15:49
5334,T199_LO7,backtrack,0,2025-10-14 06:53
7162,T55_LO4,revisit,0,2025-07-17 17:24
3660,T118_LO10,NULL,0,2025-09-17 10:54
5310,T199_LO1,backtrack,1,2025-12-31 01:28
3514,T5_LO5,goto,1,2025-12-04 16:22
4459,T127_LO7,goto,1,2025-01-12 20:30
3122,T34_LO10,goto,0,2025-12-06 04:24
5472,T64_LO5,NULL,0,2025-09-18 23:49
8626,T19_LO1,backtrack,1,2025-09-28 21:19
2180,T79_LO6,stay,1,2025-11-11 13:16
4216,T161_LO10,NULL,1,2025-06-06 02:35
3776,T132_LO7,NULL,1,2025-12-20 03:35
2089,T9_LO10,NULL,0,2025-09-29 17:59
708,T47_LO8,stay,1,2025-11-26 07:06
2700,T8_LO3,group_work,0,2025-08-02 10:00
1068,T157_LO8,backtrack,0,2025-08-01 13:05
9752,T31_LO6,goto,1,2025-11-27 19:31
3126,T96_LO3,backtrack,0,2025-10-22 19:52
8255,T167_LO9,goto,0,2025-10-04 15:35
9940,T126_LO1,group_work,0,2025-01-16 15:55
7306,T94_LO3,group_work,1,2025-02-25 20:06
1076,T115_LO7,stay,0,2025-05-15 02:27
215,T72_LO9,NULL,0,2025-10-03 02:23
7221,T5_LO4,backtrack,0,2025-10-17 01:19
8682,T68_LO8,backtrack,0,2025-04-09 13:24
2532,T87_LO2,NULL,0,2025-08-08 07:04
4803,T79_LO4,group_work,1,2025-07-09 19:16
9491,T97_LO4,NULL,1,2025-02-18 01:21
6401,T92_LO5,revisit,1,2025-06-09 07:21
8608,T185_LO1,NULL,0,2025-06-16 17:28
9371,T156_LO1,stay,0,2025-05-14 17:20
5422,T1_LO9,backtrack,0,2025-12-09 14:13
8868,T176_LO3,NULL,1,2025-11-14 07:11
7794,T73_LO3,group_work,1,2025-03-03 09:01
2961,T127_LO3,stay,0,2025-08-30 08:49
627,T88_LO9,goto,0,2025-12-17 07:55
1021,T165_LO5,backtrack,0,2025-05-09 02:36
5186,T41_LO3,goto,0,2025-08-19 09:12
5313,T39_LO5,group_work,0,2025-05-09 05:35
9250,T126_LO4,group_work,1,2025-02-04 04:09
205,T84_LO5,goto,0,2025-04-02 21:44
5354,T93_LO1,goto,0,2025-10-14 21:05
6461,T166_LO6,revisit,0,2025-06-12 00:35
2315,T96_LO2,stay,1,2025-08-14 03:09
9527,T134_LO4,goto,1,2025-01-02 02:17
7896,T171_LO5,NULL,0,2025-07-07 08:21
3615,T18_LO2,goto,0,2025-03-09 10:49
2106,T198_LO5,NULL,0,2025-10-15 10:06
2221,T51_LO1,backtrack,0,2025-08-12 23:51
5418,T126_LO7,stay,0,2025-06-03 17:39
7183,T101_LO2,backtrack,1,2025-11-28 16:42
9991,T27_LO10,revisit,1,2025-06-19 23:05
5647,T187_LO7,revisit,1,2025-09-14 05:19
6696,T45_LO10,revisit,1,2025-01-06 12:07
1274,T154_LO4,group_work,0,2025-01-27 05:42
2198,T154_LO4,backtrack,1,2025-05-31 03:07
6636,T3_LO8,stay,0,2025-03-08 13:02
3763,T65_LO8,group_work,0,2025-02-01 02:57
2392,T199_LO3,goto,0,2025-05-23 19:32
4619,T161_LO6,revisit,0,2025-08-02 05:52
4225,T195_LO4,group_work,1,2025-11-30 06:00
6566,T162_LO4,revisit,1,2025-01-14 05:44
5496,T107_LO1,stay,1,2025-03-08 21:46
5448,T113_LO5,goto,1,2025-04-10 10:59
4587,T111_LO1,goto,0,2025-05-09 17:56
4042,T41_LO7,group_work,1,2025-09-14 02:31
5980,T39_LO3,NULL,1,2025-12-06 05:28
1481,T154_LO8,goto,0,2025-02-19 16:08
7889,T168_LO7,goto,1,2025-06-30 08:06
7107,T11_LO2,group_work,0,2025-11-03 18:38
1507,T116_LO9,backtrack,1,2025-04-01 07:02
3494,T139_LO1,goto,1,2025-11-25 07:59
691,T193_LO9,backtrack,1,2025-05-01 03:43
3737,T132_LO4,NULL,0,2025-01-27 21:55
6119,T58_LO6,revisit,1,2025-09-02 11:20
6518,T62_LO6,stay,0,2025-12-16 03:26
1254,T140_LO7,group_work,1,2025-01-25 10:19
3353,T99_LO7,NULL,0,2025-03-01 01:24
6771,T31_LO1,group_work,0,2025-12-05 15:17
4357,T94_LO3,goto,1,2025-09-17 17:00
8552,T63_LO3,stay,1,2025-10-30 00:21
8863,T82_LO4,revisit,0,2025-03-28 23:26
9132,T82_LO6,NULL,0,2025-12-20 10:11
3003,T15_LO1,backtrack,0,2025-12-31 19:04
7047,T98_LO1,goto,1,2025-08-25 13:23
8117,T167_LO6,backtrack,0,2025-01-22 21:43
790,T77_LO2,goto,1,2025-10-07 07:50
2877,T91_LO2,goto,1,2025-11-24 05:54
5512,T181_LO2,revisit,1,2025-05-03 14:00
4437,T184_LO2,backtrack,1,2025-08-05 21:57
7448,T178_LO5,backtrack,1,2025-12-23 00:54
2139,T70_LO1,NULL,1,2025-01-13 00:24
5212,T87_LO10,NULL,0,2025-05-04 08:32
502,T180_LO5,backtrack,1,2025-03-12 05:03
245,T55_LO7,group_work,1,2025-10-12 07:20
8266,T126_LO9,goto,0,2025-03-20 11:35
6793,T42_LO9,revisit,0,2025-02-11 03:02
6298,T65_LO4,backtrack,0,2025-09-30 03:27
8621,T121_LO2,group_work,0,2025-09-10 23:59
665,T109_LO9,group_work,1,2025-06-28 00:37
9178,T69_LO4,goto,1,2025-03-28 10:34
7010,T22_LO5,goto,1,2025-01-30 14:07
4645,T10_LO10,goto,0,2025-02-23 09:34
7391,T19_LO4,NULL,1,2025-03-04 03:29
276,T185_LO5,stay,0,2025-08-05 11:24
5913,T196_LO8,revisit,0,2025-11-30 07:33
4456,T148_LO6,revisit,0,2025-04-29 13:15
7030,T27_LO2,stay,1,2025-02-16 19:58
7211,T96_LO3,NULL,0,2025-09-14 02:12
1145,T65_LO7,group_work,1,2025-06-11 15:39
2219,T197_LO9,revisit,0,2025-06-08 03:46
3742,T98_LO1,NULL,1,2025-03-28 12:12
471,T189_LO3,group_work,1,2025-07-17 08:09
6177,T172_LO9,stay,1,2025-09-07 19:42
7031,T62_LO10,stay,0,2025-09-04 13:24
6425,T9_LO9,NULL,0,2025-12-24 05:14
4818,T65_LO9,group_work,0,2025-03-22 12:28
2408,T180_LO7,NULL,1,2025-07-26 10:36
1510,T148_LO8,revisit,0,2025-03-25 22:35
5206,T84_LO3,goto,0,2025-05-09 19:54
5414,T125_LO9,NULL,1,2025-04-22 23:55
8034,T32_LO9,stay,1,2025-06-19 19:20
6328,T180_LO6,stay,0,2025-11-14 22:13
9327,T139_LO5,group_work,0,2025-11-28 15:00
3303,T184_LO4,goto,0,2025-11-09 07:24
4171,T155_LO7,group_work,0,2025-09-11 05:24
6043,T101_LO2,NULL,1,2025-12-15 11:34
9422,T130_LO7,stay,0,2025-10-22 01:23
2918,T55_LO8,NULL,0,2025-09-05 21:45
7518,T163_LO3,backtrack,0,2025-03-28 23:15
6711,T79_LO2,revisit,0,2025-02-04 05:56
2216,T46_LO6,NULL,1,2025-07-08 23:29
9465,T129_LO2,NULL,0,2025-07-16 09:54
2241,T94_LO3,group_work,1,2025-08-13 00:54
8737,T104_LO8,goto,1,2025-10-08 00:16
1369,T19_LO2,stay,1,2025-10-23 12:41
9891,T180_LO5,group_work,0,2025-06-22 23:21
4254,T74_LO2,group_work,1,2025-04-18 04:33
8430,T7_LO1,stay,0,2025-11-25 12:10
5172,T61_LO3,group_work,1,2025-05-27 01:07
7997,T98_LO7,group_work,1,2025-05-10 14:57
8114,T77_LO6,group_work,1,2025-06-20 04:11
2776,T115_LO2,revisit,0,2025-05-20 02:59
7885,T25_LO10,backtrack,0,2025-03-23 09:49
8772,T188_LO3,NULL,0,2025-06-02 03:53
243,T1_LO7,group_work,1,2025-01-16 23:04
1241,T179_LO1,group_work,1,2025-03-05 12:05
3257,T112_LO4,goto,0,2025-12-13 07:41
2063,T144_LO10,revisit,0,2025-08-23 08:38
372,T145_LO1,goto,0,2025-02-01 21:22
7020,T163_LO8,NULL,0,2025-06-15 01:27
5464,T180_LO6,goto,1,2025-12-06 12:12
490,T194_LO2,stay,1,2025-04-21 19:13
5055,T147_LO3,revisit,0,2025-08-26 13:16
5850,T100_LO7,group_work,0,2025-12-24 14:18
2271,T134_LO6,stay,0,2025-03-07 22:36
3946,T147_LO2,NULL,0,2025-10-06 12:33
7654,T27_LO10,group_work,1,2025-03-31 08:00
8231,T148_LO10,stay,0,2025-11-17 06:11
3633,T155_LO8,group_work,0,2025-08-23 01:42
2853,T86_LO2,revisit,1,2025-12-19 06:44
8868,T61_LO2,NULL,1,2025-07-30 17:35
4489,T8_LO2,backtrack,0,2025-11-25 02:24
5911,T40_LO2,NULL,1,2025-08-10 20:38
568,T52_LO5,stay,1,2025-03-25 21:14
6582,T99_LO3,stay,0,2025-01-10 09:11
5458,T157_LO1,goto,1,2025-09-25 15:25
3662,T80_LO6,goto,0,2025-12-21 15:01
8936,T158_LO3,revisit,0,2025-12-11 12:03
1332,T8_LO6,revisit,0,2025-01-23 01:28
8319,T144_LO4,group_work,0,2025-03-30 22:33
1864,T59_LO5,stay,0,2025-12-27 21:39
8226,T121_LO9,backtrack,0,2025-01-25 02:02
5394,T68_LO8,revisit,0,2025-04-17 20:27
1234,T191_LO8,goto,1,2025-07-22 21:42
5041,T26_LO4,backtrack,0,2025-01-02 21:02
4632,T116_LO7,stay,0,2025-08-30 13:13
1412,T58_LO9,revisit,0,2025-11-29 00:26
7322,T34_LO9,backtrack,1,2025-12-29 09:48
8003,T68_LO8,revisit,0,2025-05-17 01:19
3370,T156_LO2,stay,1,2025-10-17 09:29
7687,T183_LO2,NULL,1,2025-10-14 22:58
187,T156_LO10,revisit,0,2025-08-29 03:05
6142,T146_LO10,stay,1,2025-04-11 15:16
1928,T139_LO5,goto,0,2025-06-20 11:29
2540,T144_LO9,revisit,0,2025-02-01 14:40
3266,T142_LO7,stay,0,2025-08-18 23:08
5949,T57_LO3,backtrack,1,2025-05-28 21:52
1760,T65_LO6,revisit,1,2025-02-26 00:45
1794,T118_LO6,NULL,0,2025-12-09 02:21
6557,T145_LO2,goto,0,2025-10-23 16:14
9883,T52_LO3,NULL,0,2025-05-07 02:03
7316,T48_LO4,stay,0,2025-04-21 23:05
8285,T172_LO4,backtrack,0,2025-09-27 17:02
6761,T43_LO2,backtrack,1,2025-10-15 09:53
1533,T4_LO4,goto,0,2025-02-19 17:25
8928,T89_LO5,NULL,1,2025-11-04 09:22
4973,T96_LO10,group_work,0,2025-10-27 02:44
6654,T31_LO3,backtrack,1,2025-05-13 10:45
9705,T4_LO3,group_work,1,2025-03-10 14:45
7678,T150_LO6,goto,1,2025-05-22 17:19
6000,T153_LO6,goto,1,2025-04-28 14:42
9286,T33_LO1,NULL,1,2025-05-27 21:45
4710,T108_LO1,group_work,0,2025-07-31 11:30
7664,T123_LO5,revisit,0,2025-05-13 11:18
6293,T25_LO7,group_work,1,2025-08-12 22:53
3894,T79_LO2,revisit,0,2025-08-21 01:43
5606,T51_LO5,stay,1,2025-02-01 20:19
4913,T33_LO2,stay,1,2025-07-17 21:43
3844,T91_LO8,goto,0,2025-09-13 18:17
7206,T98_LO9,backtrack,1,2025-11-01 12:47
6676,T22_LO9,goto,0,2025-03-20 23:57
3809,T183_LO3,goto,1,2025-04-20 10:49
327,T167_LO4,backtrack,0,2025-02-07 11:08
4901,T124_LO7,stay,1,2025-06-18 05:30
401,T46_LO3,backtrack,1,2025-01-27 10:37
2320,T78_LO6,revisit,1,2025-07-31 06:48
4443,T78_LO2,revisit,1,2025-09-11 02:50
6817,T156_LO10,backtrack,1,2025-01-31 00:37
2932,T172_LO10,goto,0,2025-07-06 01:10
8617,T4_LO7,backtrack,0,2025-09-12 20:41
3749,T146_LO6,group_work,1,2025-04-19 19:16
1794,T37_LO7,backtrack,1,2025-08-21 05:53
9628,T109_LO7,backtrack,0,2025-11-13 04:23
223,T35_LO3,group_work,0,2025-01-23 20:52
9759,T83_LO5,group_work,1,2025-01-23 09:20
9265,T18_LO1,group_work,1,2025-08-07 01:18
4768,T166_LO8,goto,1,2025-07-22 16:46
6365,T142_LO5,group_work,1,2025-08-10 12:32
3719,T33_LO5,goto,0,2025-10-25 09:38
6395,T151_LO7,NULL,0,2025-10-05 02:55
1986,T12_LO8,backtrack,1,2025-12-07 18:26
2239,T135_LO4,backtrack,1,2025-09-25 11:21
4042,T198_LO7,group_work,1,2025-09-25 23:26
7646,T98_LO9,revisit,1,2025-11-07 14:45
9960,T106_LO9,backtrack,0,2025-07-04 19:01
7019,T21_LO4,stay,1,2025-01-21 12:44
6769,T68_LO3,backtrack,0,2025-04-07 09:19
3756,T3_LO3,group_work,1,2025-12-01 22:59
1140,T20_LO6,backtrack,0,2025-12-06 16:36
1925,T110_LO7,backtrack,1,2025-02-18 11:45
4714,T190_LO2,stay,0,2025-01-31 07:21
4875,T82_LO3,NULL,0,2025-02-13 19:59
4714,T20_LO1,backtrack,0,2025-10-09 00:31
4487,T78_LO1,NULL,1,2025-01-29 17:48
5994,T174_LO6,group_work,0,2025-12-13 20:44
9389,T114_LO4,backtrack,1,2025-07-17 09:12
9041,T59_LO7,revisit,1,2025-12-22 19:09
1122,T45_LO9,revisit,0,2025-09-16 18:11
2047,T129_LO6,backtrack,0,2025-08-28 09:16
4472,T33_LO10,revisit,1,2025-12-03 10:52
5438,T47_LO1,backtrack,0,2025-07-18 06:54
2632,T80_LO1,group_work,0,2025-01-10 11:57
9183,T129_LO2,group_work,1,2025-06-05 01:28
545,T78_LO5,goto,0,2025-12-06 10:41
3769,T56_LO9,revisit,1,2025-06-16 20:59
7272,T16_LO10,revisit,0,2025-09-26 21:20
1858,T12_LO5,backtrack,1,2025-08-13 13:22
6207,T196_LO1,group_work,0,2025-10-21 18:32
3892,T177_LO8,backtrack,0,2025-05-31 08:23
1311,T199_LO8,backtrack,1,2025-08-09 08:39
3917,T30_LO9,revisit,0,2025-09-30 22:11
277,T69_LO2,NULL,0,2025-11-06 23:07
3003,T114_LO9,revisit,0,2025-02-02 07:27
4726,T155_LO1,revisit,1,2025-07-07 09:09
2029,T126_LO5,goto,0,2025-02-06 09:01
318,T135_LO4,goto,0,2025-02-04 02:54
3923,T161_LO10,group_work,1,2025-05-31 23:11
5287,T13_LO2,goto,1,2025-08-31 21:16
6824,T178_LO3,stay,1,2025-04-09 08:47
2472,T57_LO2,goto,1,2025-09-25 04:47
6336,T24_LO6,revisit,1,2025-02-03 07:07
8570,T139_LO9,NULL,0,2025-07-10 06:33
